word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
expatiate,"상세히 설명하다[말하다] ((on, upon))",长篇大论；赘述；详述,,/ɪkˈspeɪʃɪeɪt/,,"speak at length about, write at length about, pontificate about, discourse on, expound, go into detail about, go on about, dwell on","From the participle stem of Latin expatior, from ex- + spatior (“walk about”).
",[VERB],"to enlarge (on a theme, topic, etc) at length or in detail; elaborate (on)",
congenital,선천적인,（疾病等）天生的，先天的,,/kənˈdʒɛnɪt(ə)l/,,"inherited, hereditary, in the blood, in the family, innate, inbred, constitutional, built-in, inbuilt, ingrown, natural, native, original, inherent, unlearned, instinctual, deep-rooted, deep-seated",,[ADJ],"A congenital disease or medical condition is one that a person has had from birth, but is not inherited.",
astute,"약삭빠른, 영악한",敏锐的；精明的,,/əˈstjuːt/,,"sharp, sharp-witted, razor-sharp, acute, quick, quick-witted, ingenious, clever, intelligent, bright, brilliant, smart, canny, media-savvy, intuitive, discerning, perceptive, perspicacious, penetrating, insightful, incisive, piercing, discriminating, sagacious, wise, judicious","Latin astūtus, from astus (“craft”).
",[ADJ],"If you describe someone as astute, you think they show an understanding of behaviour and situations, and are skilful at using this knowledge to their own advantage.",
budding,싹트기 시작하는; 신예의,开始发展的；崭露头角的,,/ˈbʌdɪŋ/,,"up-and-coming, rising, coming, in the making, aspiring, future, prospective, with potential",,[ADJ],"If you describe someone as, for example, a budding businessman or a budding artist, you mean that they are starting to succeed or become interested in business or art.",
fidelity,충실함,（尤指对性伴侣的）忠诚，忠实，忠贞,,/fɪˈdɛlɪti/,,"allegiance, obedience, constancy, fealty, homage","15th century, from Middle French fidélité, from Latin fidēlitās, from fidēlis (“faithful”), from fidēs (“faith, loyalty”) (English faith), from Proto-Indo-European *bʰidʰ-, zero-grade of Proto-Indo-European *bʰeydʰ- (“to command, to persuade, to trust”) (English bide). Doublet of fealty.
",[NOUN],"Fidelity is loyalty to a person, organization, or set of beliefs.",
adherent,(정당·사상 등의) 지지자,黏性的；黏着的；附着的,,/ədˈhɪər(ə)nt/,,"supporter, upholder, defender, advocate, disciple, votary, partisan, member, friend, stalwart","From Middle English adherent, from Old French adherent, from Latin adhaerēns, present participle of adhaereō (“to stick to, cling”).
",[NOUN],An adherent is someone who holds a particular belief or supports a particular person or group.,
android,안드로이드(인간의 모습을 한 로봇),人型机器人；模拟机器人,,/ˈandrɔɪd/,,,"From New Latin androides, from Ancient Greek ἀνδρός (andrós, “man”) (genitive of ἀνήρ (anḗr)) + -ειδής (-eidḗs), itself from εἶδος (eîdos, “form, image, shape, appearance, look”). Note the form ἀνδρώδης (andrṓdēs, “manly”) already existed in Ancient Greek. Synchronically, andro- +‎ -oid.
",[NOUN],"In science fiction books and films, an android is a robot that looks like a human being.",
intemperate,무절제한,（人或其言行）无节制的，过激的，放纵的,,/ɪnˈtɛmp(ə)rət/,,"excessive, undue, inordinate, unreasonable, unjustified, unwarranted, uncalled for","in- +‎ temperate
",[ADJ],"If you describe someone's words as intemperate, you are critical of them because they are too forceful and uncontrolled.",
discursive,"두서없는, 산만한",推论的，论证的,,/dɪsˈkəːsɪv/,,"digressive, meandering, wandering, maundering, diffuse, long, lengthy","Borrowed from Middle French discursif, formed from the stem of Latin discursus and the suffix -if, and in part borrowed from Medieval Latin discursivus.
",[ADJ],"If a style of writing is discursive, it includes a lot of facts or opinions that are not necessarily relevant.",
petulant,"심술을 부리는, 심통 사나운",耍孩子脾气的，任性的；脾气暴躁的,,/ˈpɛtjʊl(ə)nt/,,"complaining, pettish, touchy, testy, tetchy, waspish, prickly, crusty, peppery, fractious, fretful, irritable, cross, crabbed, crabby, crotchety, cantankerous, curmudgeonly, disagreeable, miserable, morose, on edge, edgy, impatient, bitter, moody, in a bad mood, grumpy, huffy, scratchy, out of sorts, out of temper, ill-tempered, bad-tempered, ill-natured, ill-humoured, sullen, surly, sulky, sour, churlish, bilious, liverish, dyspeptic, splenetic, choleric","From Middle French, from Latin petulāns, akin to petere.
",[ADJ],Someone who is petulant is unreasonably angry and upset in a childish way.,
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",使困惑;使不解;使茫然,,,,,,[VERB],"If something bemuses you, it puzzles or confuses you.",
simper,바보같이[멍청하게] 웃다,傻笑，痴笑,,/ˈsɪmpə/,,"smile coquettishly, giggle, titter, smirk, look coy","Origin uncertain; compare (probably from[1]) Danish simper / semper (“coy”), German zimper (“elegant, dainty”).
",[VERB],"When someone simpers, they smile in a rather silly way.",
confluence,(두 강의) 합류 지점,（河流）汇合处，汇流点,,/ˈkɒnflʊəns/,,"meeting, junction, joining, conflux, watersmeet","Borrowed from Late Latin confluentia, from con- + fluere.
",[NOUN],The confluence of two rivers is the place where they join and become one larger river.,
deft,"날랜, 재빠른",熟练的；巧妙的；灵巧的,,/dɛft/,,"lithe, sprightly, acrobatic, light-footed, nimble-footed, light, light on one's feet, fleet-footed, spry, lively, active, quick, quick-moving, graceful, supple, limber, lissom, flexible, skilful, deft, dexterous, adroit","From Middle English defte, daft (“gentle”), from Old English dæfte, ġedæfte (“mild, gentle, meek”), from Proto-Germanic *daftuz (“accommodating, convenient”), derived from *dabaną (“to be suitable”), from Proto-Indo-European *dʰh₂ebʰ- (“fitting, fit together”). Near cognates include Gothic 𐌲𐌰𐌳𐍉𐍆𐍃 (gadōfs, “suitable”), West Frisian deftich (“distinguished”), Dutch deftig (“distinguished”), German deftig (“coarse”). Further cognates include Russian добро (dobro, “wealth, good”) and Latin faber (“craftsman; skillful”).
",[ADJ],A deft action is skilful and often quick.,
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],无节制的，过分的，恣意的；不负责的,,/ˈwɒntən/,,"wilful, malicious, malevolent, spiteful, vicious, wicked, evil, cruel","From Middle English wantoun, wantowen, wantoȝen, wantowe (“uneducated; unrestrained; licentious; sportive; playful”), from wan- (“not, un-, mis-”) + towen, i-towen (“educated”, literally “towed; led; drawn”), from Old English togen, ġetogen, past participle of tēon (“to train, discipline”), equivalent to wan- +‎ towed.
",[ADJ],"A wanton action deliberately causes harm, damage, or waste without having any reason to.",
intravenous,"정맥으로 들어가는, 정맥 주사의",进入静脉的；静脉的,,/ˌɪntrəˈviːnəs/,,,"From intra- +‎ venous.
",[ADJ],"Intravenous foods or drugs are given to sick people through their veins, rather than their mouths.",
conjunction,접속사,连词，连接词,,/kənˈdʒʌŋ(k)ʃ(ə)n/,,"concurrence, coincidence, coexistence, simultaneity, simultaneousness, contemporaneity, contemporaneousness, concomitance, synchronicity, synchrony","From Old French conjonction, from Latin coniūnctiō (“joining”), from coniungere (“to join”).
",[NOUN],A conjunction of two or more things is the occurrence of them at the same time or place.,
salubrious,"살기 좋은, 건강에 좋은",（地方）环境宜人且有益健康的，宜居的,,/səˈluːbrɪəs/,,"health-giving, healthful, beneficial, good for one's health, wholesome, salutary","From Latin salūbris (“healthy”)  +‎ -ous.
",[ADJ],A place that is salubrious is pleasant and healthy.,
sojourn,체류,逗留，停留,,/ˈsɒdʒ(ə)n/,,"visit, stop, stopover, residence","Borrowed from Old French sojor, sojorner (modern séjour, séjourner), from (assumed) Vulgar Latin *subdiurnāre, from Latin sub- (“under, a little over”) + Late Latin diurnus (“lasting for a day”), from Latin dies (“day”).[1]
",[NOUN],A sojourn is a short stay in a place that is not your home.,
dilatory,미적거리는; 지체시키는,缓慢的，拖延的，迟缓的,,/ˈdɪlət(ə)ri/,,"unhurried, tardy, unpunctual, lax, slack, sluggish, sluggardly, snail-like, tortoise-like, lazy, idle, indolent, slothful","From Old French dilatoire [1], from Latin dilatorius (“extending or putting off (time)”), from dilator, from differo. Not etymologically related to delay.
",[ADJ],Someone or something that is dilatory is slow and causes delay.,
hypocritical,"위선의, 위선(자)적인",虚伪的；伪善的,,/ˌhɪpəˈkrɪtɪkl/,,"pious, pietistic, self-righteous, holier-than-thou, superior, insincere, specious, feigned, pretended, hollow, false","From hypocritic + -al, from ὑποκριτικός (hupokritikós), from ὑποκριτής (hupokritḗs, “actor, hypocrite”), from ὑποκρίνομαι (hupokrínomai, “I play a part on stage”), from ὑπό (hupó, “below”) + κρίνω (krínō, “I choose”).
",[ADJ],"If you accuse someone of being hypocritical, you mean that they pretend to have qualities, beliefs, or feelings that they do not really have.",
aver,(사실이라고) 단언하다[주장하다],断言；坚称,,/əˈvəː/,,"announce, make known, state, communicate, reveal, divulge, mention, talk about, raise, moot, air, bring into the open, voice, articulate, pronounce, express, vent, set forth, make public, publicize, disseminate, circulate, publish, broadcast, promulgate, trumpet, blazon","From Latin habeō.
",[VERB],"If you aver that something is the case, you say very firmly that it is true.",
bilious,곧 토할 것 같은,患胆病的；胆汁分泌过多的,,/ˈbɪlɪəs/,,"sick, queasy, nauseated, green about the gills, liverish","From French bilieux, from Latin bīliōsus (“full of bile”), from bīlis (“bile”) + -ōsus (“full of”).
",[ADJ],"If someone describes the appearance of something as bilious, they mean that they think it looks unpleasant and rather disgusting.",
docile,"유순한, 고분고분한",温和的；温顺的，驯服的；易控制的,,/ˈdəʊsʌɪl/,,"obedient, pliant, dutiful, willing, passive, submissive, deferential, tame, meek, mild, lamblike, unassertive, unresisting, yielding, cooperative, amenable, accommodating, biddable, persuadable, ductile, manageable, controllable, tractable, malleable, manipulable, easily manipulated, easily handled, like putty in one's hands","Borrowed from Middle French docile, from Latin docilis, from docere (“teach”).
",[ADJ],"A person or animal that is docile is quiet, not aggressive, and easily controlled.",
infringe,위반하다,违反，违背（规定、法律等）,,/ɪnˈfrɪn(d)ʒ/,,"violate, transgress, break, breach, commit a breach of, disobey, defy, flout, fly in the face of, ride roughshod over, kick against","Borrowed from Latin infringere (“to break off, break, bruise, weaken, destroy”), from in (“in”) + frangere (“to break”).
",[VERB],"If someone infringes a law or a rule, they break it or do something which disobeys it.",
phonetics,음성학,语音学,,/fəˈnɛtɪks/,,,"phonetic +‎ -ics.
",[NOUN],"In linguistics, phonetics is the study of speech sounds.",
ribald,(우스꽝스럽게) 야한,（指言语）粗俗诙谐的；猥亵逗笑的,,/ˈrɪb(ə)ld/,,"indecent, risqué, rude, racy, broad, earthy, Rabelaisian, spicy, suggestive, titillating, improper, naughty, indelicate, indecorous, off colour, locker-room","From Middle English ribald, from Old French ribaud, ribauld (“rogue, scoundrel”) ( > English ribaud), from Old French riber (“to be licentious”), from Frankish *rīban (“to copulate, be in heat”, literally “to rub”), from Proto-Germanic *wrībaną (“to turn, twist, writhe”), from Proto-Indo-European *werp-, *werb- (“to turn, twist”) + Old French -aud, from Frankish *-wald. Related to Old High German rīban (“to rub”), German reiben (“to rub”), Dutch wrijven (“to rub”). Compare also Old High German hrība (“prostitute”). See also English wrap.
",[ADJ],A ribald remark or sense of humour is rather rude and refers to sex in a humorous way.,
